Variable	Type	Description	Workflow
resfinder_predicted_resistance_Tmp	String	States either Resistance or No Resistance predicted to Trimothoprim based on resfinder phenotypic predictions	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
resfinder_predicted_xdr_shigella	String	Final prediction of XDR Shigella status based on CDC definition. Explanation can be found in the description above this table.	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
resfinder_results	File	Predicted resistance genes grouped by antibiotic class	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
resfinder_seqs	File	FASTA of resistance gene sequences from user’s input sequence	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
nextclade_batch_analysis_date	String	Date of analysis	Nextclade_Batch
nextclade_batch_version	String	Version of the Public Health Bioinformatics (PHB) repository used	Nextclade_Batch
samtools_docker	String	The Docker image of samtools	TheiaMeta_Illumina_PE
samtools_version	String	The version of SAMtools used to sort and index the alignment file	Clair3_Variants_ONT, Freyja (ONT), Freyja (Illumina paired-end), Freyja (Illumina single-end), TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaMeta_Illumina_PE
samtools_version_consensus	String	The version of SAMtools used to create the pileup before running iVar consensus	TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
samtools_version_primtrim	String	The version of SAMtools used to create the pileup before running iVar trim	Freyja (ONT), Freyja (Illumina paired-end), Freyja (Illumina single-end), TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
samtools_version_stats	String	The version of SAMtools used to assess the quality of read mapping	TheiaCoV_ClearLabs, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
sc2_s_gene_mean_coverage	Float	Mean read depth for the S gene in SARS-CoV-2	TheiaCoV_ClearLabs, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
sc2_s_gene_percent_coverage	Float	Percent coverage of the S gene in SARS-CoV-2	TheiaCoV_ClearLabs, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
semibin_bins	Array[File]	An array of binned metagenomic assembled genome files	TheiaMeta_Illumina_PE
semibin_docker	String	The Docker image of semibin	TheiaMeta_Illumina_PE
semibin_version	String	The version of Semibin used	TheiaMeta_Illumina_PE
seq_platform	String	Description of the sequencing methodology used to generate the input read data	TheiaCoV_ClearLabs, TheiaCoV_FASTA, TheiaCoV_ONT, TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE, TheiaEuk_Illumina_PE, TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seqsero2_note	String	Additional notes produced by SeqSero2	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seqsero2_predicted_antigenic_profile	String	Antigenic profile predicted for Salmonella spp. by SeqSero2	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seqsero2_predicted_contamination	String	Indicates whether contamination between Salmonella with different serotypes was predicted by SeqSero2	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seqsero2_predicted_serotype	String	Serotype predicted by SeqSero2	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seqsero2_report	File	TSV report produced by SeqSero2	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seqsero2_version	String	Version of SeqSero2 used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
seroba_ariba_identity	String	Percentage identity between the query sequence and ARIBA-predicted serotype	TheiaProk_Illumina_PE
seroba_ariba_serotype	String	Serotype predicted by ARIBA, via SeroBA	TheiaProk_Illumina_PE
seroba_details	File	Detailed TSV file from SeroBA	TheiaProk_Illumina_PE
seroba_docker	String	SeroBA docker image used	TheiaProk_Illumina_PE
seroba_serotype	String	Serotype predicted by SeroBA	TheiaProk_Illumina_PE
seroba_version	String	SeroBA version used	TheiaProk_Illumina_PE
serotypefinder_docker	String	SerotypeFinder docker image used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
serotypefinder_report	File	TSV report produced by SerotypeFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
serotypefinder_serotype	String	Serotype predicted by SerotypeFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shared_variants_analysis_date	String	The date the workflow was run	Find_Shared_Variants
shared_variants_table	File	The shared variants table listing presence/absence for each mutation identified in the samples	Find_Shared_Variants
shared_variants_version	String	The version of PHB the workflow is in	Find_Shared_Variants
shigatyper_docker	String	ShigaTyper docker image used	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigatyper_hits_tsv	File	Detailed TSV report from ShigaTyper (see <https://github.com/CFSAN-Biostatistics/shigatyper#example-prefix-hitstsv>)	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigatyper_ipaB_presence_absence	String	Presence (+) or absence (-) of ipaB identified by ShigaTyper	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigatyper_notes	String	Any notes output from ShigaTyper	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigatyper_predicted_serotype	String	Serotype predicted by ShigaTyper	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigatyper_summary_tsv	File	TSV summary report from ShigaTyper (see <https://github.com/CFSAN-Biostatistics/shigatyper#example-prefixtsv>)	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigatyper_version	String	Version of ShigaTyper used	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_cluster	String	Shigella/EIEC cluster identified by ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_cluster_reads	String	Shigella/EIEC cluster identified by ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_docker	String	ShigEiFinder docker image used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_docker_reads	String	ShigEiFinder docker image used using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_H_antigen	String	H-antigen gene identified by ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_H_antigen_reads	String	H-antigen gene identified by ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_ipaH_presence_absence	String	Presence (+) or absence (-) of ipaH identified by ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_ipaH_presence_absence_reads	String	Presence (+) or absence (-) of ipaH identified by ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_notes	String	Any notes output from ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_notes_reads	String	Any notes output from ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_num_virulence_plasmid_genes	String	Number of virulence plasmid genes identified by ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_num_virulence_plasmid_genes_reads	String	Number of virulence plasmid genes identified by ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_O_antigen	String	O-antigen gene identified by ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_O_antigen_reads	String	O-antigen gene identified by ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_report	File	TSV report from ShigEiFinder (see <https://github.com/LanLab/ShigEiFinder#shigeifinder>)	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_report_reads	File	TSV report from ShigEiFinder (see <https://github.com/LanLab/ShigEiFinder#shigeifinder>) using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_serotype	String	Serotype predicted by ShigEiFinder	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_serotype_reads	String	Serotype predicted by ShigEiFinder using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_version	String	ShigEiFinder version used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shigeifinder_version_reads	String	ShigEiFinder version used using read files as inputs	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
shovill_pe_version	String	Shovill version used	TheiaEuk_Illumina_PE, TheiaProk_Illumina_PE
shovill_se_version	String	Shovill version used	TheiaProk_Illumina_SE
sistr_allele_fasta	File	FASTA file of novel cgMLST alleles from SISTR	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_allele_json	File	JSON file of cgMLST allele sequences and information (see <https://github.com/phac-nml/sistr_cmd#cgmlst-allele-search-results>)	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_antigenic_formula	String	A field that aggregates the O, H1, and H2, antigen values in a single location for convenience	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_cgmlst	File	CSV file of the cgMLST allelic profile from SISTR (see <https://github.com/phac-nml/sistr_cmd#cgmlst-allelic-profiles-output---cgmlst-profiles-cgmlst-profilescsv>)	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_h1_antigens	String	The predicted H1 antigen	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_h2_antigens	String	The predicted H2 antigen	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_o_antigens	String	The predicted O antigen	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_predicted_serotype	String	Serotype predicted by SISTR	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_results	File	TSV results file produced by SISTR (see <https://github.com/phac-nml/sistr_cmd#primary-results-output--o-sistr-results>)	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_serogroup	String	Serogroup predicted by SISTR	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_serotype_cgmlst	String	cgMLST of the serogroup prediicted by SISTR	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sistr_version	String	Version of SISTR used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
snippy_centroid_docker	String	Docker file used for Centroid	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_centroid_fasta	File	FASTA file for the centroid sample	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_centroid_mash_tsv	File	TSV file containing mash distances computed by centroid	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_centroid_samplename	String	Name of the centroid sample	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_centroid_version	String	Centroid version used	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_cg_snp_matrix	File	CSV file of core genome pairwise SNP distances between samples, calculated from the final alignment	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_combined_qc_metrics	File	Combined QC metrics file containing concatenated QC metrics from all samples.	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_concatenated_variants	File	Concatenated snippy_results file across all samples in the set	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_filtered_metadata	File	TSV recording the columns of the Terra data table that were used in the summarize_data task	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_final_alignment	File	Final alignment (FASTA file) used to generate the tree (either after snippy alignment, gubbins recombination removal, and/or core site selection with SNP-sites)	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_final_tree	File	Newick tree produced from the final alignment. Depending on user input for core_genome, the tree could be a core genome tree (default when core_genome is true) or whole genome tree (if core_genome is false)	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_gubbins_branch_stats	File	CSV file showing <https://github.com/nickjcroucher/gubbins/blob/master/docs/gubbins_manual.md#output-statistics> for each branch of the tree	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_gubbins_docker	String	Docker file used for running Gubbins	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_gubbins_recombination_gff	File	Recombination statistics in GFF format; these can be viewed in Phandango against the phylogenetic tree	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_gubbins_version	String	Gubbins version used	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_iqtree2_docker	String	Docker file used for running IQTree2	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_iqtree2_model_used	String	Nucleotide substitution model used by IQTree2	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_iqtree2_version	String	IQTree2 version used	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_msa_snps_summary	File	TXT file containing summary statistics for each alignment of each input genome against the reference. This indicates how good the alignment is. Pay particular attention to # unaligned sites, and heterogeneous positions. See also <https://github.com/nickjcroucher/gubbins/blob/master/docs/gubbins_manual.md#output-statistics>	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_ncbi_datasets_docker	String	Docker file used for NCBI datasets	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_ncbi_datasets_version	String	NCBI datasets version used	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_ref	File	Reference genome (FASTA or GenBank file) used for generating phylogeny	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_ref_metadata_json	File	Metadata associated with the refence genome used by Snippy, in JSON format	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_referenceseeker_database	String	ReferenceSeeker database used	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_referenceseeker_docker	String	Docker file used for ReferenceSeeker	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_referenceseeker_top_hit_ncbi_accession	String	NCBI Accession for the top hit identified by referenceseeker	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_referenceseeker_tsv	File	TSV file of the top hits between the query genome and the Reference Seeker database	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_referenceseeker_version	String	ReferenceSeeker version used	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_shared_snp_table	File	Table illustrating variants shared among samples	Snippy_Tree
snippy_snp_dists_docker	String	Docker file used for running SNP-dists	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_snp_dists_version	String	SNP-dists version used	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_snp_sites_docker	String	Docker file used for running SNP-sites	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_snp_sites_version	String	SNP-sites version used	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_streamline_analysis_date	String	Date of workflow run	Snippy_Streamline_FASTA, Snippy_Streamline
snippy_streamline_version	String	Version of Snippy_Streamline used	Snippy_Streamline_FASTA, Snippy_Streamline
snippy_summarized_data	File	CSV presence/absence matrix generated by the summarize_data task from the list of columns provided; formatted for Phandango if phandango_coloring input is true	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_tree_analysis_date	String	Date of workflow run	Snippy_Tree
snippy_tree_snippy_docker	String	Docker file used for running Snippy	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_tree_snippy_version	String	Snippy version used	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snippy_tree_version	String	Version of Snippy_Tree workflow	Snippy_Tree
snippy_variants_bai	File	Indexed bam file of the reads aligned to the reference	Snippy_Variants
snippy_variants_bam	File	Bam file of reads aligned to the reference	Snippy_Variants
snippy_variants_coverage_tsv	File	Coverage statistics TSV file output by the `samtools coverage` command, providing genome-wide metrics such as the proportion of bases covered (depth ≥ 1), mean depth, and other related statistics.	Snippy_Variants
snippy_variants_docker	String	Docker image for snippy variants task	Snippy_Variants
snippy_variants_gene_query_results	File	CSV file detailing results for mutations associated with the query strings specified by the user	Snippy_Variants
snippy_variants_hits	String	A summary of mutations associated with the query strings specified by the user	Snippy_Variants
snippy_variants_num_reads_aligned	Int	Number of reads that aligned to the reference genome as calculated by samtools view -c command	Snippy_Variants
snippy_variants_num_variants	Int	Number of variants detected between sample and reference genome	Snippy_Variants
snippy_variants_outdir_tarball	Array[File]	A compressed file containing the whole directory of snippy output files. This is used when running Snippy_Tree	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Variants
snippy_variants_outdir_tarball	File	A compressed file containing the whole directory of snippy output files. This is used when running Snippy_Tree	Snippy_Variants
snippy_variants_percent_reads_aligned	Float	Percentage of reads aligned to the reference genome	Snippy_Streamline, Snippy_Variants
snippy_variants_percent_ref_coverage	Float	Proportion of the reference genome covered by reads with a depth greater than or equal to the `min_coverage` threshold (default is 10).	Snippy_Streamline, Snippy_Variants
snippy_variants_qc_metrics	File	TSV file containing quality control metrics for the sample	Snippy_Variants
snippy_variants_query	String	Query strings specified by the user when running the workflow	Snippy_Variants
snippy_variants_query_check	String	Verification that query strings are found in the reference genome	Snippy_Variants
snippy_variants_results	File	CSV file detailing results for all mutations identified in the query sequence relative to the reference	Snippy_Variants
snippy_variants_snippy_docker	Array[String]	Docker file used for Snippy in the Snippy_Variants subworkfow	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_variants_snippy_version	Array[String]	Version of Snippy_Tree subworkflow used	Snippy_Streamline, Snippy_Streamline_FASTA
snippy_variants_summary	File	A summary TXT fie showing the number of mutations identified for each mutation type	Snippy_Variants
snippy_variants_version	String	Version of Snippy used	Snippy_Variants
snippy_variants_wf_version	String	Version of Snippy_Variants used	Snippy_Variants
snippy_wg_snp_matrix	File	CSV file of whole genome pairwise SNP distances between samples, calculated from the final alignment	Snippy_Streamline, Snippy_Streamline_FASTA, Snippy_Tree
snp_matrix	File	The SNP distance matrix for all samples used in the phylogenetic tree	Augur
sonneityping_final_genotype	String	Final genotype call from Mykrobe, via sonneityper	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_final_report_tsv	File	Detailed TSV report from mykrobe, via sonneityper (see <https://github.com/katholt/sonneityping#example-output>)	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_genotype_confidence	String	Confidence in the final genotype call from sonneityper	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_genotype_name	String	Human readable alias for genotype, where available provided by sonneityper	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_mykrobe_docker	String	sonneityping docker image used	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_mykrobe_report_csv	File	CSV report from mykrobe via sonneityper (see <https://github.com/Mykrobe-tools/mykrobe/wiki/AMR-prediction-output#csv-file>)	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_mykrobe_report_json	File	JSON report from mykrobe via sonneityper (see <https://github.com/Mykrobe-tools/mykrobe/wiki/AMR-prediction-output#json-file>)	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_mykrobe_version	String	Version of sonneityping used	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sonneityping_species	String	Species call from Mykrobe via sonneityping	TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sorted_bam_unaligned	File	A BAM file that only contains reads that did not align to the reference	TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
sorted_bam_unaligned_bai	File	Index companion file to a BAM file that only contains reads that did not align to the reference	TheiaCoV_Illumina_PE, TheiaCoV_Illumina_SE
bwa_sorted_bam_unaligned	File	A BAM file that only contains reads that did not align to the reference	TheiaViral_Illumina_PE
bwa_sorted_bam_unaligned_bai	File	Index companion file to a BAM file that only contains reads that did not align to the reference	TheiaViral_Illumina_PE
spatyper_docker	String	spatyper docker image used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
spatyper_repeats	String	order of identified repeats	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
spatyper_tsv	File	TSV report with spatyper results	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
spatyper_type	String	spa type	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
spatyper_version	String	spatyper version used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
sra_fetch_analysis_date	String	The date the workflow was run	SRA_Fetch
sra_fetch_version	String	The version of the repository the SRA_Fetch workflow is in	SRA_Fetch
sra_metadata	File	SRA metadata TSV file for upload	Mercury_Prep_N_Batch
sra_metadata	File	Metadata used for SRA submission in proper SRA formatting	Terra_2_NCBI
sra_report_xmls	Array[File]	One or more XML files containing the response from NCBI regarding your SRA submission. These can be pretty cryptic, but often contain information to determine  if anything went wrong	Terra_2_NCBI
sra_submission_xml	File	XML file that was used to submit your SRA reads to NCBI	Terra_2_NCBI
srr_accession	String	The SRR accession's associated with the input sample accession.	Fetch_SRR_Accession
srst2_vibrio_biotype	String	Biotype classification according to tcpA gene sequence (Classical or ElTor)	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
srst2_vibrio_ctxA	String	Presence or absence of the ctxA gene	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
srst2_vibrio_detailed_tsv	File	Detailed <https://github.com/katholt/srst2> output file	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
srst2_vibrio_ompW	String	Presence or absence of the ompW gene	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
srst2_vibrio_serogroup	String	Serotype classification as O1 (wbeN gene), O139 (wbfR gene) or not detected.	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
srst2_vibrio_toxR	String	Presence or absence of the toxR gene	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
srst2_vibrio_version	String	The SRST2 version run	TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
staphopiasccmec_docker	String	staphopia-sccmec docker image used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
staphopiasccmec_hamming_distance_tsv	File	staphopia-sccmec version	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
staphopiasccmec_results_tsv	File	sccmec types and mecA presence	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
staphopiasccmec_types_and_mecA_presence	String	staphopia-sccmec Hamming distance file	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
staphopiasccmec_version	String	staphopia-sccmec presence and absence TSV file	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_all_hits	String	Comma-separated list of matches of all types. Includes complete, partial, frameshift, internal stop, and novel hits. List is de-duplicated so multiple identical hits are only listed once. For example if 5 partial stx2 hits are detected in the genome, only 1 "stx2" will be listed in this field. To view the potential subtype for each partial hit, the user will need to view the stxtyper_report TSV file.	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_ambiguous_hits	String	Comma-separated list of matches that have the OPERON output of "AMBIGUOUS". Ambiguous bases found in the query sequence (e.g., N)	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_complete_operons	String	Comma-separated list of all COMPLETE operons detected by StxTyper. Show multiple hits if present in results.	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_docker	String	Name of docker image used by the stxtyper task.	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_extended_operons	String	Comma-separated list of all EXTENDED operons detected by StxTyper if coding sequence extends beyond the reference stop codon for one or both of the reference proteins.	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_novel_hits	String	Comma-separated list of matches that have the OPERON output of "COMPLETE_NOVEL". Possible outputs "stx1", "stx2", or "stx1,stx2"	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_num_hits	Int	Number of "hits" or rows present in the `stxtyper_report` TSV file	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_partial_hits	String	Possible outputs "stx1", "stx2", or "stx1,stx2". Tells the user that there was a partial hit to either the A or B subunit, but does not describe which subunit, only the possible types from the PARTIAL matches.	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_report	File	Raw results TSV file produced by StxTyper	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_stx_frameshifts_or_internal_stop_hits	String	Comma-separated list of matches that have the OPERON output of "FRAMESHIFT" or "INTERNAL_STOP". Possible outputs "stx1", "stx2", or "stx1,stx2"	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
stxtyper_version	String	Version of StxTyper used	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
taxon_table_status	String	Status of the taxon table upload	TheiaProk_FASTA, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_average_genome_depth	Float	The mean depth of coverage across all target regions included in the analysis	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_coverage_report	File	A file containing the breadth of coverage across each target loci	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
tbp_parser_docker	String	The docker image and version tag for the tbp_parser tool	TBProfiler_tNGS, TheiaProk_ONT, TheiaProk_Illumina_PE, TheiaProk_Illumina_SE
